REV_OUTCOME,p-value,r-value,excluded_study,num_of_studie,diff,p_sig,r_sig,sig_to_insig
CD000398_68,0.0,0.04662,STD-ENOS-2015,5,0.04662,1,1,0
CD000398_73,0.0,0.0021,STD-ENOS-2015,6,0.0021,1,1,0
CD000398_74,0.0,0.0,STD-ENOS-2015,9,0.0,1,1,0
CD000398_75,0.0,0.0,STD-ENOS-2015,11,0.0,1,1,0
CD000398_76,0.0,0.70035,STD-ENOS-2015,5,0.70035,1,0,1
CD000398_77,0.0,0.0,STD-ENOS-2015,6,0.0,1,1,0
CD000398_78,0.0,0.0,STD-ENOS-2015,10,0.0,1,1,0
CD000398_79,0.0,0.0,STD-ENOS-2015,14,0.0,1,1,0
CD000399_1,0.013519999999999999,0.040510000000000004,STD-Clark-2000,16,0.026989999999999997,1,1,0
CD000402_1,0.0,0.0,STD-MSG-1994,70,0.0,1,1,0
CD000402_2,0.00028,0.00037,STD-PEPI-1995,39,9e-05,1,1,0
CD000402_7,2.9999999999999997e-05,9e-05,STD-PEPI-1995,29,5.9999999999999995e-05,1,1,0
CD000422_1,0.0,0.0,STD-Kaufman-1947,20,0.0,1,1,0
CD000422_3,0.0,0.0,STD-Kaufman-1947,32,0.0,1,1,0
CD000422_5,0.0,0.00029,STD-Austrian-1976a,5,0.00029,1,1,0
CD000422_6,0.0,0.00251,STD-Kaufman-1947,9,0.00251,1,1,0
CD000422_7,0.0035399999999999997,0.0035399999999999997,STD-Riley-1977,4,0.0,1,1,0
CD000422_8,0.0,0.0,STD-Kaufman-1947,9,0.0,1,1,0
CD000422_9,0.0,5e-05,STD-Smit-1977a,5,5e-05,1,1,0
CD000422_10,0.0,0.30632,STD-Kaufman-1947,9,0.30632,1,0,1
CD000425_14,0.03098,0.14342,STD-SP_x002d_I_x002d_RiT,3,0.11244000000000001,1,0,1
CD000434_12,0.03868,0.20745999999999998,STD-Olerud-2011a,7,0.16877999999999999,1,0,1
CD000435_12,0.0,0.75871,STD-Meyer-2001,3,0.75871,1,0,1
CD000440_22,0.01379,0.03587,STD-Chouinard-1993a,21,0.022080000000000002,1,1,0
CD000440_25,0.0,0.0,STD-Peuskens-1995,22,0.0,1,1,0
CD000440_26,0.019719999999999998,0.09122000000000001,STD-Csernansky-1999,10,0.0715,1,0,1
CD000440_27,0.0016899999999999999,0.00198,STD-Potkin-1997,11,0.00029,1,1,0
CD000443_2,0.00875,0.017769999999999998,STD-London-1997,38,0.00902,1,1,0
CD000443_3,0.00788,0.01241,STD-Trondheim-2000,38,0.004529999999999999,1,1,0
CD000448_1,1e-05,0.00074,STD-Kasper-2006,59,0.00073,1,1,0
CD000448_2,0.00345,0.04833,STD-Kasper-2006,63,0.04488,1,1,0
CD000448_4,0.0,0.0,STD-Kasper-2006,35,0.0,1,1,0
CD000448_5,0.0,0.0,STD-Uebelhack-2004,22,0.0,1,1,0
CD000448_6,0.0,0.0,STD-Kasper-2006,6,0.0,1,1,0
CD000451_14,0.011000000000000001,0.011000000000000001,STD-Gupta-1998,8,0.0,1,1,0
CD000451_16,0.012819999999999998,0.012819999999999998,STD-Gupta-1998,12,0.0,1,1,0
CD000451_23,0.00041,0.0009699999999999999,STD-Magann-1999,37,0.00056,1,1,0
CD000451_28,0.033510000000000005,0.033510000000000005,STD-Gupta-1998,8,0.0,1,1,0
CD000451_29,0.0032700000000000003,0.00379,STD-Magann-1998b,13,0.0005200000000000001,1,1,0
CD000451_31,0.00022,0.00032,STD-Magann-1998b,31,0.0001,1,1,0
CD000456_2,0.03557,0.0947,STD-Heicher-1981,18,0.059129999999999995,1,0,1
CD000464_2,0.012,0.015380000000000001,STD-Morris-1984,15,0.0033799999999999998,1,1,0
CD000475_1,0.0009599999999999999,0.00137,STD-Azziz-1993,14,0.00041,1,1,0
CD000478_3,0.01964,0.0216,STD-Mate_x002d_Jimenez-2000,8,0.00196,1,1,0
CD000490_1,0.0,0.0,STD-Little-1966,11,0.0,1,1,0
CD000490_3,0.02157,0.0443,STD-Kass-1960,6,0.02273,1,1,0
CD000490_4,0.0,0.0,STD-Elder-1971,4,0.0,1,1,0
CD000491_1,1e-05,0.00124,STD-Lumbiganon-2009,23,0.00123,1,1,0
CD000491_6,0.02586,0.04559,STD-Reeves-1975,11,0.01973,1,1,0
CD000493_10,0.004220000000000001,0.0068,STD-Roncaglia-2004,5,0.0025800000000000003,1,1,0
CD000494_1,0.0368,0.30896,STD-Holland-1991,23,0.27216,1,0,1
CD000494_12,0.0002,0.0003,STD-WHO-2001,28,0.0001,1,1,0
CD000494_13,0.0,0.0,STD-India-2006c,12,0.0,1,1,0
CD000494_14,0.04943,0.05426,STD-South-Africa-2001,6,0.00483,1,0,1
CD000494_16,0.0011099999999999999,0.0012900000000000001,STD-WHO-1999,5,0.00018,1,1,0
CD000494_18,0.00044,0.0007,STD-WHO-2001,12,0.00026000000000000003,1,1,0
CD000501_12,0.02017,0.84385,STD-Ravishankar-2003,4,0.82368,1,0,1
CD000504_5,0.02843,0.93045,STD-Dunn--1988,3,0.90202,1,0,1
CD000505_1,0.00598,0.02026,STD-Kempley-1992,5,0.014280000000000001,1,1,0
CD000505_3,0.01568,0.031760000000000004,STD-Kempley-1992,5,0.01608,1,1,0
CD000507_1,8e-05,0.0009199999999999999,STD-Rajani-1979,5,0.00084,1,1,0
CD000509_7,0.04274,0.07704,STD-Schreiber-2003,15,0.0343,1,0,1
CD000510_14,0.00014,0.00014,STD-Dunn-2011,12,0.0,1,1,0
CD000511_1,0.00718,0.00719,STD-Kendig-1988,9,1.00000000000005e-05,1,1,0
CD000511_3,0.040010000000000004,0.04865,STD-Bevilacqua-1996,8,0.00864,1,1,0
CD000511_6,0.02224,0.05586,STD-Enhorning-1985,6,0.03362,1,0,1
CD000511_9,0.02072,0.96698,STD-Bevilacqua-1996,6,0.94626,1,0,1
CD000512_1,0.04082,0.84357,STD-PINT-2006,4,0.80275,1,0,1
CD000512_13,0.043230000000000005,0.043230000000000005,STD-PINT-2006,5,0.0,1,1,0
CD000515_1,0.0018399999999999998,0.13648,STD-ICSS-2010,28,0.13464,1,0,1
CD000515_2,0.00074,0.07877,STD-ICSS-2010,7,0.07803,1,0,1
CD000515_3,0.00883,0.02168,STD-EVA_x002d_3S-2006,8,0.01285,1,1,0
CD000515_4,0.009729999999999999,0.07354,STD-EVA_x002d_3S-2006,8,0.06381,1,0,1
CD000515_7,0.0,0.0005,STD-CAVATAS_x002d_CEA-2001,4,0.0005,1,1,0
CD000515_9,0.0005200000000000001,0.30974,STD-ICSS-2010,20,0.30922,1,0,1
CD000515_10,1e-05,7e-05,STD-ICSS-2010,8,5.9999999999999995e-05,1,1,0
CD000515_13,0.0,4e-05,STD-ICSS-2010,9,4e-05,1,1,0
CD000515_14,0.04487,0.1345,STD-SPACE-2006,7,0.08963,1,0,1
CD000515_15,0.01375,0.01823,STD-CREST-2010,7,0.00448,1,1,0
CD000521_5,0.0037700000000000003,0.0037700000000000003,STD-Heidari-2011,5,0.0,1,1,0
CD000521_16,0.0005,0.13396,STD-Davis-1981,3,0.13346,1,0,1
CD000525_1,0.013069999999999998,0.33683,STD-Canada-1994,4,0.32376,1,0,1
CD000527_2,2e-05,0.00043,STD-Win-MYA-89_x002d_91,35,0.00041,1,1,0
CD000527_4,5e-05,0.00549,STD-KarbwangTHI92_x002d_4,8,0.0054399999999999995,1,1,0
CD000532_2,0.0002,0.00075,STD-King-2000a,13,0.00055,1,1,0
CD000532_4,0.00514,0.00856,STD-Hemmings-1997,7,0.0034200000000000003,1,1,0
CD000532_9,0.0,0.0,STD-Boot-1994,6,0.0,1,1,0
CD000535_8,0.03783,0.06508,STD-Clyne-1987,4,0.02725,1,0,1
CD000536_1,0.00703,0.00703,STD-Logason-2001,18,0.0,1,1,0
CD000536_2,0.0003,0.0011099999999999999,STD-Sarac-1998,20,0.00081,1,1,0
CD000536_3,0.00014,0.00014,STD-Samama-1994,26,0.0,1,1,0
CD000536_4,0.00043,0.0005,STD-BOA-2000,24,7e-05,1,1,0
CD000536_5,0.04018,0.04018,STD-Johnson-2002,16,0.0,1,1,0
CD000543_1,0.0,0.0,STD-Scherl-2009,50,0.0,1,1,0
CD000543_4,0.00199,0.00495,STD-Robinson-1988,28,0.00296,1,1,0
CD000543_5,0.00412,0.00446,STD-Ewe-1988,42,0.00033999999999999997,1,1,0
CD000543_6,0.01699,0.054720000000000005,STD-Feagan-2013,43,0.03773,1,0,1
CD000545_5,0.027139999999999997,0.22608000000000003,STD-Colombel-2010,4,0.19894,1,0,1
CD000546_1,0.00475,0.00869,STD-Flaxman-1978,31,0.00394,1,1,0
CD000547_13,0.04629,0.44277,STD-Audebert-1994,3,0.39648,1,0,1
CD000547_19,0.01139,0.025230000000000002,STD-Gerris-1996,6,0.01384,1,1,0
CD000547_23,0.0482,0.9389299999999999,STD-Gerris-1996,10,0.8907299999999999,1,0,1
CD000547_27,0.02868,0.03658,STD-Vercellini-1998,7,0.0079,1,1,0
CD000551_13,0.00065,0.01245,STD-Poupon-1991,9,0.0118,1,1,0
CD000553_2,0.0,0.0,STD-Sauer-1997,21,0.0,1,1,0
CD000553_4,0.00027,0.00033,STD-Merli-1998,19,5.9999999999999995e-05,1,1,0
CD000553_5,0.02254,0.02653,STD-Merli-1998,12,0.00399,1,1,0
CD000561_1,0.0,0.0,STD-Merideth-1984,28,0.0,1,1,0
CD000561_4,0.00036,0.00036,STD-Merideth-1984,17,0.0,1,1,0
CD000562_1,0.0,0.0,STD-Agras-2000,43,0.0,1,1,0
CD000563_4,0.00279,0.00455,STD-SweDCIS-2008,6,0.00176,1,1,0
CD000563_5,0.029789999999999997,0.11522,STD-NSABP-2001,4,0.08542999999999999,1,0,1
CD000563_6,0.037939999999999995,0.06279,STD-EORTC-2006,4,0.02485,1,0,1
CD000563_7,0.01469,0.01591,STD-NSABP-2001,4,0.00122,1,1,0
CD000563_8,0.013319999999999999,0.01779,STD-SweDCIS-2008,6,0.00447,1,1,0
CD000565_1,0.02224,0.32461999999999996,STD-HIT-II-1994,5,0.30238000000000004,1,0,1
CD000937_1,0.01265,0.01494,STD-Hungary-1988,27,0.00229,1,1,0
CD000937_5,0.00023999999999999998,0.00037999999999999997,STD-South-Africa-2007,16,0.00014,1,1,0
CD000937_6,0.025789999999999997,0.05196,STD-Hungary-1988,4,0.02617,1,0,1
CD000937_8,0.00165,0.29031999999999997,STD-Angola-1992,3,0.28867,1,0,1
CD000937_11,0.01711,0.12157000000000001,STD-South-Africa-2007,16,0.10446,1,0,1
CD000937_21,0.0011099999999999999,0.5604899999999999,STD-Hungary-1979,6,0.55938,1,0,1
CD000941_17,0.008490000000000001,0.014240000000000001,STD-_x0030_58-Ferguson-2002,14,0.00575,1,1,0
CD000942_7,0.0104,0.35691,STD-Singla-2010,3,0.34651,1,0,1
CD000947_2,0.00011,0.00011999999999999999,STD-Kettle-2002,14,1e-05,1,1,0
CD000947_9,0.02136,0.55386,STD-Gordon-1998,3,0.5325,1,0,1
CD000951_1,0.00309,0.01425,STD-Morgan-1990,14,0.01116,1,1,0
CD000951_3,2e-05,0.020059999999999998,STD-Van-Ede-2001,8,0.020040000000000002,1,1,0
CD000951_5,1e-05,1e-05,STD-Van-Ede-2001,11,0.0,1,1,0
CD000953_1,1e-05,2e-05,STD-Wigley-1992,12,1e-05,1,1,0
CD000957_8,0.00486,0.18319000000000002,STD-Strand-1999-_x0028_ULTRA_x0029_,5,0.17833,1,0,1
CD000957_4,0.02912,0.15980999999999998,STD-Furst-1989,3,0.13069,1,0,1
CD000957_7,0.017130000000000003,0.04554,STD-Williams-1985,9,0.02841,1,1,0
CD000957_13,0.00418,0.45075,STD-Weinblatt-1985,4,0.44656999999999997,1,0,1
CD000957_9,0.016309999999999998,0.01658,STD-Williams-1985,8,0.00026999999999999903,1,1,0
CD000958_2,0.02362,0.03107,STD-Pullar-1983,6,0.00745,1,1,0
CD000958_3,0.00201,0.01315,STD-Ebringer-1992,6,0.01114,1,1,0
CD000958_4,0.020630000000000003,0.0489,STD-Skosey-1988,5,0.02827,1,1,0
CD000958_8,0.0,0.30817,STD-Farr-1995,3,0.30817,1,0,1
CD000963_7,0.00082,0.012240000000000001,STD-Kool-2007,13,0.01142,1,1,0
CD000963_8,0.0025,0.05405,STD-Bendix-_x0027_A_x0027_-1996_x002f_1998,6,0.05155,1,0,1
CD000963_9,1e-05,0.00022,STD-Bendix-_x0027_A_x0027_-1996_x002f_1998,13,0.00021,1,1,0
CD000963_14,0.009170000000000001,0.01402,STD-Kool-2007,15,0.00485,1,1,0
CD000963_15,0.0,0.0,STD-Kool-2007,35,0.0,1,1,0
CD000963_17,0.0025,0.05405,STD-Bendix-_x0027_A_x0027_-1996_x002f_1998,6,0.05155,1,0,1
CD000963_18,0.009170000000000001,0.01402,STD-Kool-2007,15,0.00485,1,1,0
CD000967_1,0.042010000000000006,0.04571,STD-Japan-1999b,38,0.0037,1,1,0
CD000967_2,0.0016600000000000002,0.00502,STD-Multi_x002d_country-1995,12,0.00336,1,1,0
CD000967_10,2.9999999999999997e-05,5e-05,STD-Multi_x002d_country-1996,21,2e-05,1,1,0
CD000969_4,0.0006799999999999999,0.0009199999999999999,STD-White-1998,11,0.00023999999999999998,1,1,0
CD000974_2,0.00203,0.01004,STD-Oseasohn-1965,66,0.00801,1,1,0
CD001000_1,0.00026000000000000003,0.00246,STD-Francois-2007,16,0.0022,1,1,0
CD001000_2,0.0,0.0,STD-Francois-2007,18,0.0,1,1,0
CD001001_1,0.03293,0.03293,STD-NETT-2003,5,0.0,1,1,0
CD001001_3,0.00366,0.03218,STD-NETT-2003,16,0.02852,1,1,0
CD001007_1,0.00018,0.00049,STD-DePaul-1994,22,0.00031,1,1,0
CD001007_5,0.020309999999999998,0.04838,STD-Zheng-2007,9,0.028069999999999998,1,1,0
CD001016_7,0.02333,0.055139999999999995,STD-Higham-1993,4,0.031810000000000005,1,0,1
CD001021_10,0.030039999999999997,0.45313000000000003,STD-Ramsey-1999,4,0.42308999999999997,1,0,1
CD001026_1,0.00133,0.01037,STD-Jacobson-1978,60,0.009040000000000001,1,1,0
CD001026_4,0.0,0.0,STD-Jacobson-1978,32,0.0,1,1,0
CD001026_5,0.0058200000000000005,0.0549,STD-Jacobson-1978,9,0.04908,1,0,1
CD001026_7,0.0,0.0,STD-Jacobson-1978,36,0.0,1,1,0
CD001026_8,7e-05,0.00082,STD-Jacobson-1978,36,0.00075,1,1,0
CD001026_9,0.005379999999999999,0.06145,STD-Jacobson-1978,7,0.05607,1,0,1
CD001036_1,0.00031,0.00058,STD-Woodman-1991,24,0.00027,1,1,0
CD001036_4,0.0027300000000000002,0.00463,STD-Szarewski-1990,16,0.0019,1,1,0
CD001036_6,0.0063100000000000005,0.00927,STD-Vooijs-1986,9,0.00296,1,1,0
CD001036_7,0.00193,0.0039,STD-Koonings-1992,14,0.00197,1,1,0
CD001036_8,0.02138,0.04875,STD-Szarewski-1993-_x0028_b_x0029_,9,0.02737,1,1,0
CD001044_1,0.0,1e-05,STD-Barlet-1990,5,1e-05,1,1,0
CD001047_1,0.0009400000000000001,0.0016899999999999999,STD-Pitt-1991,5,0.00075,1,1,0
CD001055_2,0.0034799999999999996,0.01087,STD-Haddow-1991,23,0.007390000000000001,1,1,0
CD001055_16,4e-05,0.0003,STD-Hjalmarson--1991,45,0.00026000000000000003,1,1,0
CD001055_17,0.0,0.0,STD-Tappin-2015,66,0.0,1,1,0
CD001055_18,0.00016,0.00257,STD-Tappin-2015,35,0.0024100000000000002,1,1,0
CD001055_11,1e-05,1e-05,STD-Valbo-1994,28,0.0,1,1,0
CD001055_15,0.00021,0.00267,STD-Price-1991-_x0028_AvC_x0029_,16,0.00246,1,1,0
CD001057_2,0.0,0.0,STD-Barrett-1979,29,0.0,1,1,0
CD001057_3,0.00605,0.01311,STD-Pezzati-2002,22,0.0070599999999999994,1,1,0
CD001058_5,8e-05,0.049010000000000005,STD-Mercer-1997,12,0.04893,1,1,0
CD001058_7,0.0,2e-05,STD-Kenyon-2001,7,2e-05,1,1,0
CD001058_8,0.0,0.0,STD-Mercer-1997,7,0.0,1,1,0
CD001058_12,0.03406,0.90691,STD-Kenyon-2001,4,0.87285,1,0,1
CD001058_15,0.0443,0.22307,STD-Mercer-1997,13,0.17877,1,0,1
CD001058_22,0.00082,0.00512,STD-Mercer-1997,26,0.0043,1,1,0
CD001058_27,0.00234,0.011909999999999999,STD-Kenyon-2001,23,0.00957,1,1,0
CD001059_8,0.0,0.0,STD-Kumar-2009,43,0.0,1,1,0
CD001059_16,0.015330000000000002,0.02079,STD-Almirante-1998,17,0.0054600000000000004,1,1,0
CD001060_6,0.022019999999999998,0.08607999999999999,STD-Cox-1990,13,0.06406,1,0,1
CD001060_19,1e-05,0.0087,STD-Lyell-2007,4,0.00869,1,1,0
CD001060_32,0.02805,0.53362,STD-Mittendorf-2002,6,0.50557,1,0,1
CD001070_9,0.02153,0.0436,STD-van-Wassenaer-1997,8,0.02207,1,1,0
CD001070_13,0.00173,0.016730000000000002,STD-van-Wassenaer-1997,6,0.015,1,1,0
CD001070_16,0.02511,0.02511,STD-Amato-1989,3,0.0,1,1,0
CD001070_17,0.0,0.27759,STD-van-Wassenaer-1997,3,0.27759,1,0,1
CD001073_1,0.00587,0.22095,STD-Lakatos-1986,6,0.21508000000000002,1,0,1
CD001073_2,0.03145,0.60932,STD-Lakatos-1986,6,0.57787,1,0,1
CD001077_7,0.00745,0.0588,STD-Lanman-1954,3,0.05135,1,0,1
CD001079_1,0.02309,0.06605,STD-Ten-Centre-1987,7,0.042960000000000005,1,0,1
CD001079_8,0.03245,0.29591,STD-Corbet-1991,4,0.26345999999999997,1,0,1
CD001081_1,0.04455,0.05894,STD-NASCET-1991,16,0.01439,1,0,1
CD001081_3,0.029789999999999997,0.06307,STD-NASCET-1991,19,0.033280000000000004,1,0,1
CD001083_1,0.03843,0.06261,STD-Dougados-1988,3,0.02418,1,0,1
CD001087_1,0.0,0.0,STD-Muijen-1992,11,0.0,1,1,0
CD001087_11,0.02845,0.51945,STD-Hoult-1983,4,0.491,1,0,1
CD001087_12,4e-05,0.00042,STD-Hoult-1983,6,0.00037999999999999997,1,1,0
CD001087_13,0.0009599999999999999,0.013019999999999999,STD-Hoult-1983,4,0.01206,1,1,0
CD001087_28,0.0,5.9999999999999995e-05,STD-Hoult-1983,5,5.9999999999999995e-05,1,1,0
CD001087_29,1e-05,4e-05,STD-Johnson-2005,3,2.9999999999999997e-05,1,1,0
CD001088_4,0.02472,0.36427,STD-McDonell-2013,6,0.33955,1,0,1
CD001088_6,0.00058,0.00058,STD-Graeber-2003,5,0.0,1,1,0
CD001090_8,7e-05,0.00105,STD-Dominioni-1996,17,0.00098,1,1,0
CD001093_1,0.0005200000000000001,0.0006799999999999999,STD-Wahdan-1977,11,0.00016,1,1,0
CD001095_6,0.0035399999999999997,0.01525,STD-Gooch-1996,11,0.01171,1,1,0
CD001095_9,0.00018,0.00058,STD-Hoberman-1997,15,0.0004,1,1,0
CD001100_2,0.0,0.0,STD-Breddin-2001,84,0.0,1,1,0
CD001100_3,2e-05,8e-05,STD-Hull-1992,62,5.9999999999999995e-05,1,1,0
CD001100_5,0.00644,0.012459999999999999,STD-Harenberg-2000a,25,0.00602,1,1,0
CD001100_7,0.02054,0.06555,STD-Harenberg-2000a,20,0.04501,1,0,1
CD001100_8,0.04163,0.08638,STD-Hull-1992,21,0.04475,1,0,1
CD001104_25,0.0346,0.059000000000000004,STD-Calverley-2003,9,0.0244,1,0,1
CD001104_29,0.00033999999999999997,0.028860000000000004,STD-Celli-2003,4,0.02852,1,1,0
CD001114_4,2.9999999999999997e-05,0.01778,STD-Pietinalho-1999,3,0.01775,1,1,0
CD001114_5,0.00042,0.20840999999999998,STD-Pietinalho-1999,3,0.20799,1,0,1
CD001114_6,0.0332,0.06612,STD-James-1967,3,0.03292,1,0,1
CD001115_12,0.00999,0.22141,STD-Innes-2002,8,0.21141999999999997,1,0,1
CD001117_1,0.01311,0.02145,STD-Moudgil-2000,12,0.00834,1,1,0
CD001117_6,0.03515,0.03998,STD-Neri-1996,7,0.00483,1,1,0
CD001118_1,0.00021,0.0003,STD-Borland-2004,99,9e-05,1,1,0
CD001134_7,0.0,0.0,STD-Lavender-1998,10,0.0,1,1,0
CD001134_17,0.0,0.0,STD-Waldenstrom-2000,8,0.0,1,1,0
CD001134_5,8e-05,0.0002,STD-Harris-2006,15,0.00011999999999999999,1,1,0
CD001134_11,0.0,0.0,STD-MacArthur-2002,40,0.0,1,1,0
CD001141_5,0.0,0.0,STD-Leite-2005,53,0.0,1,1,0
CD001141_6,0.0,0.0,STD-Haider-2000,48,0.0,1,1,0
CD001141_7,0.0,0.0001,STD-Barros-1994,32,0.0001,1,1,0
CD001141_8,0.0,0.0,STD-Haider-2000,33,0.0,1,1,0
CD001144_3,0.01846,0.032310000000000005,STD-Cummings-1989,27,0.01385,1,1,0
CD001145_1,0.02507,0.036860000000000004,STD-Durand-1995,47,0.01179,1,1,0
CD001145_10,0.01863,0.45292,STD-Kothadia-1999,4,0.43428999999999995,1,0,1
CD001145_12,0.0033,0.0045899999999999995,STD-Cummings-1989,70,0.0012900000000000001,1,1,0
CD001146_1,0.00214,0.005,STD-Romagnoli-1999,77,0.00286,1,1,0
CD001146_6,0.0006799999999999999,0.006840000000000001,STD-Shinwell-1996,22,0.0061600000000000005,1,1,0
CD001146_7,0.00025,0.004,STD-Watterberg-2004,21,0.00375,1,1,0
CD001146_12,0.0032600000000000003,0.00761,STD-Romagnoli-1999,94,0.00435,1,1,0
CD001146_19,0.01612,0.060289999999999996,STD-Romagnoli-1999,25,0.04417,1,0,1
CD001146_22,4e-05,0.00018999999999999998,STD-Biswas-2003,27,0.00015,1,1,0
CD001149_17,0.020640000000000002,0.11754,STD-Phibbs-1991,5,0.0969,1,0,1
CD001155_1,0.0,0.0,STD-Black-1996,54,0.0,1,1,0
CD001162_2,0.0225,0.05876,STD-Nishikawa-1989,25,0.03626,1,0,1
CD001162_3,0.00032,0.00147,STD-Mahadevan-1991,31,0.00115,1,1,0
CD001162_4,0.0077599999999999995,0.07053,STD-Mahadevan-1991,10,0.06277,1,0,1
CD001162_5,0.0,1e-05,STD-Mahadevan-1991,38,1e-05,1,1,0
CD001162_21,0.02816,0.11079000000000001,STD-Toru-1972,15,0.08263,1,0,1
CD001166_2,0.00011999999999999999,0.00018,STD-DITG-1999,7,5.9999999999999995e-05,1,1,0
CD001168_6,0.04355,0.05082,STD-Choonhakarn-2008,7,0.00727,1,0,1
CD001168_8,0.00925,0.01085,STD-Volz-2008,4,0.0016,1,1,0
CD001169_1,0.0,0.0,STD-Payler-1984,21,0.0,1,1,0
CD001169_2,0.0,4e-05,STD-Smorodintsev-1970,29,4e-05,1,1,0
CD001169_3,0.0,0.0,STD-Plesnik-1977,71,0.0,1,1,0
CD001169_4,0.0008900000000000001,0.09057,STD-Reuman-1989,6,0.08968,1,0,1
CD001169_5,0.04484,0.49758,STD-Brady-1990,7,0.45274,1,0,1
CD001180_3,0.03348,0.10482999999999999,STD-Callam-1987,6,0.07135,1,0,1
CD001186_4,0.00026000000000000003,0.00116,STD-Bousquet-1985b,16,0.0009,1,1,0
CD001186_8,0.00026000000000000003,0.00058,STD-Adkinson-1997,26,0.00032,1,1,0
CD001186_10,0.04484,0.05479,STD-Ohman-1984,9,0.00995,1,0,1
CD001186_11,0.0,0.0,STD-Johnstone-1968,22,0.0,1,1,0
CD001186_12,0.00164,0.0126,STD-Amaral_x002d_Marques-1978,18,0.01096,1,1,0
CD001186_1,0.03266,0.08447,STD-Machiels-1993,5,0.05181,1,0,1
CD001190_2,0.00021,0.00053,STD-Study-304,9,0.00032,1,1,0
CD001190_26,0.045610000000000005,0.08301,STD-Study-302,17,0.0374,1,0,1
CD001190_34,0.01025,0.01718,STD-Study-302,9,0.0069299999999999995,1,1,0
CD001190_45,0.0,5e-05,STD-Study-304,14,5e-05,1,1,0
CD001190_46,0.01696,0.02628,STD-Study-304,12,0.00932,1,1,0
CD001190_60,0.00283,0.008020000000000001,STD-Study-304,7,0.00519,1,1,0
CD001190_63,0.00037999999999999997,0.00146,STD-Study-304,15,0.00108,1,1,0
CD001190_77,0.03708,0.12419000000000001,STD-Study-304,9,0.08711,1,0,1
CD001191_8,0.00447,0.02059,STD-B103,7,0.01612,1,1,0
CD001191_9,0.001,0.015609999999999999,STD-Nakamura-2011,13,0.01461,1,1,0
CD001191_13,0.038380000000000004,0.38855,STD-B103,6,0.35017,1,0,1
CD001191_14,0.00217,0.07162,STD-B303_x002f_B305,12,0.06945,1,0,1
CD001191_17,0.00016,0.00027,STD-B352,11,0.00011,1,1,0
CD001191_18,0.0005200000000000001,0.00106,STD-B352,10,0.00054,1,1,0
CD001191_19,0.0006799999999999999,0.00131,STD-B351,10,0.00063,1,1,0
CD001191_20,0.00045999999999999996,0.00224,STD-B303_x002f_B305,10,0.0017800000000000001,1,1,0
CD001191_22,0.03085,0.04649,STD-B352,9,0.01564,1,1,0
CD001191_23,0.00885,0.02016,STD-B352,8,0.011309999999999999,1,1,0
CD001191_24,0.00039,0.00265,STD-B352,10,0.0022600000000000003,1,1,0
CD001191_31,0.03166,0.04018,STD-B351,9,0.00852,1,1,0
CD001191_32,0.02972,0.06317,STD-B304,7,0.03345,1,0,1
CD001191_34,0.015030000000000002,0.020819999999999998,STD-B352,8,0.00579,1,1,0
CD001191_36,0.03188,0.036239999999999994,STD-Lopez_x002d_Pousa-2005,7,0.00436,1,1,0
CD001191_43,0.03802,0.040389999999999995,STD-B352,7,0.00237,1,1,0
CD001191_46,0.03058,0.034230000000000003,STD-B352,7,0.00365,1,1,0
CD001191_49,0.00082,0.00818,STD-B351,8,0.007359999999999999,1,1,0
CD001191_50,0.003,0.00476,STD-B303_x002f_B305,9,0.00176,1,1,0
CD001203_7,0.04453,0.9323600000000001,STD-Jansen-1978,4,0.8878299999999999,1,0,1
CD001206_1,0.0,0.0,STD-Baldwin-1999,87,0.0,1,1,0
CD001206_3,0.0,0.0,STD-Baldwin-1999,25,0.0,1,1,0
CD001208_1,0.01608,0.02754,STD-Goodwin-1983,32,0.01146,1,1,0
CD001209_1,0.0,0.0,STD-Martorana-1984,11,0.0,1,1,0
CD001209_2,0.0,0.0,STD-Stappleton-1990,8,0.0,1,1,0
CD001209_4,0.04489,0.05775,STD-Martorana-1984,6,0.01286,1,0,1
CD001211_1,0.0,0.0,STD-Miller-1992,6,0.0,1,1,0
CD001211_2,0.0,0.0,STD-Tepedino-2009,7,0.0,1,1,0
CD001211_3,5e-05,5e-05,STD-Tepedino-2009,8,0.0,1,1,0
CD001211_4,0.0,0.0,STD-Abelson-2008,9,0.0,1,1,0
CD001216_1,0.03032,0.06916,STD-Minnesota-1999,15,0.03884,1,0,1
CD001217_1,0.00175,0.0026,STD-Rem-1975,34,0.00085,1,1,0
CD001217_2,0.0084,0.43846,STD-Ho-1999,6,0.43006000000000005,1,0,1
CD001217_3,0.00238,0.01141,STD-Rem-1975,28,0.00903,1,1,0
CD001218_2,0.00782,0.01925,STD-Wang-2015,14,0.01143,1,1,0
CD001218_13,0.006529999999999999,0.015790000000000002,STD-Wang-2015,15,0.00926,1,1,0
CD001218_17,1e-05,4e-05,STD-Jena-2008,36,2.9999999999999997e-05,1,1,0
CD001218_18,0.01261,0.01925,STD-Wang-2015,14,0.006640000000000001,1,1,0
CD001218_22,0.01925,0.01925,STD-Wang-2015,14,0.0,1,1,0
CD001218_26,0.01899,0.06985,STD-Linde-K-2005,20,0.05086,1,0,1
CD001218_27,0.0,0.0,STD-Jena-2008,48,0.0,1,1,0
CD001220_2,0.00225,0.00674,STD-Wawer-1999,18,0.00449,1,1,0
